filename,Artistic Categories,Total aesthetic score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood,Language Comment
89469dadfaf04cc58a208d721715cdf1.jpg,oil painting*symbolism*portraiture,75.83,,,6.83,8,,7.83,7.17,6.83,7.67,,"The composition of oil painting is clever, and the layout of the picture is reasonable. By comparing and changing light and shadow, the picture becomes more three-dimensional and vivid, enhancing the infectious and expressive power of the work"
8954b64a6cbb4461a736b671431e034b.jpg,sketching*classicism*landscapes,47.86,4.43,,5.14,4.43,4.29,3.71,,3.71,4.43,4.57,"The overall picture is simple, and there is no portrayal of the front, middle, and back scenes. The main subject is also insufficiently portrayed"
89595634548949e08d854641507d2fcd.jpg,sketching*romanticism*landscapes,80,7.83,7.5,6.83,,6.5,,,6.33,7.5,7,
89632fd5b99647dfb01c62a5d6f18b11.jpg,sketching*symbolism*landscapes,72.5,7.17,,7,6.5,6.67,6.67,,7,6.67,6.67,
896e72db826048249f63441012db9a45.jpg,sketching*classicism*still life,73.33,7,,7.17,7.33,6.33,6.17,,7.17,7,6.5,"The screen has rich details, clear visual effects, and all aspects are good"
897ab8ca5ba84c51bf5627494b72f506.jpg,oil painting*romanticism*landscapes,55,6.29,5.57,5.57,,5.43,,5.71,5.43,5.29,5.43,"The composition can still be optimized, although there is some contrast in color, the overall appearance is relatively monotonous, and the sense of space is slightly lacking"
897e74bf1b8f4c89b51525a7d3f7388c.jpg,sketching*classicism*still life,55.83,5.67,,5.67,5,4.83,4.5,,5,5.83,5.33,"The overall effect of the picture is very good, and the key details are also well drawn. All aspects are good"
898c6286e9be40c0909a3c4f891f535c.jpg,oil painting*romanticism*landscapes,71,6.6,6.2,6.8,,7.2,,6.2,6.4,6.8,6.8,
898d3af3c8fd43748fcc71acebfb21ea.jpg,sketching*classicism*portraiture,83.33,,,7.5,8.17,,8.17,,8.33,7.5,,
898eaae41cac49d4859a924d52b66588.png,traditional Chinese painting*meticulous*floral and avian,64.17,6.5,,6.17,6.17,6.33,6.17,6.67,6.83,6.33,6.33,
898ed3f065514c9785a2b19ad53217da.jpg,sketching*symbolism*landscapes,70.83,7.17,,6.67,7.17,6.33,7,,6.5,7.33,6.83,
8993605d8fab49ef9fb749bb0b0a41d8.jpg,sketching*symbolism*still life,53.33,5.17,,5,5.17,4.67,4.33,,5,5,5,
89971cae8655444fa0357a714fdd7321.jpg,oil painting*symbolism*still life,74.29,7.57,,7.71,7.57,7.14,7.29,7.29,7.71,7.43,7.57,"The composition is average, the color relationship is also harmonious, and the contrast between cold and warm is not obvious enough, making the picture lack a sense of atmosphere."
8998d1ef12a04a5cb2cf50c21b1f23db.jpg,oil painting*classicism*portraiture,66.67,,,5.83,6,,6,6,5.67,5.5,,"The contrast between red and black is vivid, but the details are not well portrayed"
899bbaa404a8451784a19db42e4371d8.jpg,oil painting*romanticism*landscapes,52.14,5.86,5.29,5.14,,5.14,,5.14,4.43,5.14,5.43,"The composition is basically reasonable, although there is some contrast in color, black has a relatively large proportion, and the overall appearance is relatively monotonous, with a slightly insufficient sense of space"
899d4ec4ae1a4e2da49b8c61e3805ec7.jpg,oil painting*romanticism*portraiture,72.14,7.43,7,6.43,,6.86,,6.43,6.71,6.71,,"The overall composition is complete, with bold and eye-catching color schemes, prominent green tones, and meticulous character portrayal."
89ad44d44f5b494b8cbf22239042dd27.jpg,oil painting*classicism*landscapes,70,6.17,,6.33,6.17,6.67,6.5,6.5,6.33,6.33,6.17,"There is no distinction between the main and secondary content, the colors of trees and grasslands are not distinguished, the color scheme is single, and the central point lacks content"
89ae441994704cfabf1527cd24e56f4e.png,traditional Chinese painting*meticulous*mountains and water,65,6.83,,6.33,6,6,6.17,6.5,6.17,6.67,6.33,"The screen has a stable and unified color tone, with a certain level of ink expression language, but the level of virtual and real images is not enough. The picture is very delicate, and calligraphy is the finishing touch. Calligraphy and painting complement each other, and the elements in the picture are concise, intuitive, and rich."
89b265220a3c466fa63bf62cb9bdaa65.jpg,sketching*symbolism*landscapes,68.33,6.5,,5.83,5.67,5.33,4.67,,5.5,7,6.17,
89b941f0e36845c282d23761fcfd36a0.jpg,sketching*romanticism*landscapes,35.71,4,3.57,3.86,,3,,,3.29,3.43,3.86,The lack of balance in composition makes the picture appear chaotic and disorganized. The lack of clear black and white contrast leads to a lack of visual focus in the image. The lines are rough and lack delicacy
89c3ae5d98cb4bc5a13a6aa6d1bad987.png,traditional Chinese painting*freehand*mountains and water,41.67,4.67,4.33,3.5,,3.67,,3.83,3.33,4,3.83,
89cebc4c9668427f9e7be2f6dc8ae7a9.jpg,oil painting*classicism*portraiture,73.33,,,7,7,,6.83,7,7.17,6.67,,"The color is well handled with both virtual and real elements, which opens up the layers of the image, but the strokes are relatively rough"
89d6dfac335d42819fd5d9144f9e6b01.png,traditional Chinese painting*freehand*floral and avian,75,7.5,7.33,7,,7.5,,7.17,7,7,7.5,
89de507c2c024b5481cc79c6f275ed5b.png,traditional Chinese painting*freehand*floral and avian,85.83,7.67,7.67,8.17,,7.33,,8.33,8.17,8,8,"The composition of the picture is full and impactful, but the details are slightly insufficient and lack emphasis. The ink color is vivid and the picture is very delicate. Calligraphy is the finishing touch, and calligraphy and painting complement each other. The elements in the picture are concise, intuitive, and rich."
89e056bd8ec145a78a417ea656cc29f8.jpg,oil painting*classicism*still life,80,8,,7.5,6.83,7,7.83,7.5,6.83,7.17,7.5,"Rich in details, with a prominent visual center, the picture is presented in just two colors, making it very exciting"
89ee9513b7744b258d2091a554d85e6f.jpg,oil painting*classicism*still life,66.67,7.17,,7,6.5,7.17,6.67,6.67,7,6.83,7,
89f2805454bb4a62b4ce6fbdebbe116e.png,traditional Chinese painting*meticulous*mountains and water,59.17,5.5,,5.67,5.5,5.5,6,5.83,5.67,5.83,5.33,
89f5688e04a84c1a88a80552ce372174.jpg,oil painting*symbolism*landscapes,72.14,7.71,,6.86,7.71,7.86,7.14,7,7.29,7.43,7,
89fd169f1f07438da3e0034f9de2b1bc.png,traditional Chinese painting*freehand*portraiture,23.33,2.83,2.5,2.5,,2.5,,2.17,2.17,2.83,,
8a052179357d4552a0210b339581b4dc.jpg,sketching*romanticism*still life,80,7.33,8.17,6.67,,7.5,,,6.67,7.5,7.67,
8a06c99d23f54f94a812905adf7ea024.jpg,oil painting*symbolism*portraiture,77.5,,,7.67,7.67,,7.67,7.5,7.17,7.83,,"The composition is clever, the layout is reasonable, and the color combination is harmonious and unified, making the entire painting full of vitality and vitality"
8a13999a2304421db8a4f2d06b471940.jpg,oil painting*romanticism*landscapes,50.71,5.29,5.86,4.57,,5.14,,5.43,4.29,5.14,4.43,"The composition is somewhat mediocre, lacking sufficient visual guidance and dynamic balance. The use of colors is relatively monotonous, lacking contrast and hierarchy. The sense of space is poor, and the image lacks three-dimensional and depth"
8a14e193002244fea0cd42b5bce1eb13.jpg,oil painting*symbolism*still life,63.57,6.71,,6.57,5.57,6.86,5.86,5.86,6.14,6.29,5.86,
8a18c05cff5d4b6480193728f46e0bf5.jpg,oil painting*symbolism*still life,68.57,6.86,,6.71,6.43,6.86,6.86,6.71,6.86,6.86,6.43,
8a1eaa78d39d47f0b7b46de3b7ed1412.jpg,sketching*symbolism*still life,79.17,7.67,,6.33,6.17,6.83,7,,7.83,7.33,7.33,
8a391be30cde4c30ab1611ef2e8ddd25.jpg,sketching*classicism*portraiture,55,,,5.5,5.17,,5.17,,5.33,5.67,,
8a41b4866ed3400084880628c3a0024e.png,sketching*symbolism*still life,77.5,7.33,,7.5,6.83,7.17,7,,7.67,7.17,7,
8a51ea069eab46fda0ebbea6318839f1.jpg,sketching*classicism*still life,41.67,5,,5,4,4.33,3.83,,4.33,4.5,3.67,"The composition of the picture is excellent, with rich details and a strong sense of work, which is very interesting"
8a538f97d2a44cc6924114783d05e3fb.jpg,sketching*romanticism*still life,42.86,4.86,4.57,4.43,,4,,,3.86,4,4.29,Very cute
8a54dd3e7632486bb3511d8c5b06bc83.jpg,oil painting*romanticism*still life,49.17,5,4.67,4.17,,5,,4.33,4.5,4.67,4.17,
8a5a446236a047748be0ef25ab4f5755.png,traditional Chinese painting*freehand*mountains and water,80,7.5,7.33,7.67,,7.83,,7.5,7.67,8.17,8,"This artwork has a good composition and is completely a characteristic of traditional small freehand brushwork. The double hooked trees in the foreground are natural and fresh, harmonious with the distant mountains. The exquisite calligraphy style complements the picture, adding visual effects and a sense of hierarchy to the painting. It is a rare and excellent work. The brushstrokes on the screen are very regular, and the colors are also very standard, creating a strong sense of artistic conception."
8a5bd7dd02b345d2886717e17c30cb55.jpg,sketching*symbolism*landscapes,74.17,6.83,,7,7.17,6.33,6.83,,7.17,7.17,7.5,
8a603d5113db4d0d8bcb13f60b96bad3.jpg,sketching*romanticism*portraiture,52.86,6.14,5.43,5.29,,5.71,,,4.43,5.43,,"The digital board image has a clear theme, but the depiction and depth of the image are ordinary, and the creativity is ordinary."
8a66a7e2adb743adb1fff9436906df66.jpg,sketching*symbolism*portraiture,79.17,,,7.5,7.83,,7.17,,8.17,7,,
8a7152ff656a4676a3bb16440483ec7c.jpg,oil painting*classicism*landscapes,21.67,3.83,,2.83,2.33,2.83,2.5,2.67,3,2.5,2.67,
8a81162d864d4cd7bd459818623f1549.jpg,sketching*romanticism*still life,75.83,7.17,7.5,7.33,,6.67,,,6.5,7.5,6.83,
8a815112042c4d858e85dfebdb0c2cb8.jpg,oil painting*romanticism*landscapes,61.67,6,6,5.67,,5.33,,5.67,5.5,5.83,5.83,
8a86d14dedc44cc584c24d4da8b1c0d5.png,oil painting*romanticism*landscapes,41,4.6,3.6,3.4,,4.8,,3.8,3.8,4.2,3.6,
8a872a9bcd7a4dffa89aee77bdc5d37a.png,traditional Chinese painting*meticulous*mountains and water,79.17,7.83,,7.67,7.33,7.67,7.83,6.83,8,8.17,8,"The order of the picture is orderly, and calligraphy and the picture complement each other. The elements in the picture are concise, intuitive, and rich. The composition space is reasonable, with certain changes in the virtual areas. The ink layers in the near, medium, and long shots are clear, and the details are coordinated with the overall picture. The ink and color are unified and stable, and the picture has a certain degree of spatial inspiration"
8a99efeb5aad453a8570901879d602d7.jpg,sketching*symbolism*portraiture,61.67,,,5.5,5.5,,5.83,,5.83,5.83,,
8a9a948d234149c39860fc949f5fc656.jpg,oil painting*romanticism*portraiture,71.25,6.88,6.88,6.62,,6.75,,6.88,6.75,7,,"The overall composition is complete, the color tone is uniform, and the pen touch is good, but it is not fully drawn."
8a9ee6a5773d4a3b96248eb1124b7fe1.jpg,oil painting*symbolism*landscapes,88.57,8,,8.43,8.29,8.43,8.43,8.14,8.29,8.29,8.43,
8aa1fc84933c44d182c39bcb310b80db.jpg,oil painting*romanticism*landscapes,67.14,7.14,7.14,6.43,,6.57,,6.71,6,6.43,6.86,"The composition is basically reasonable, although there is some contrast in color, the overall appearance is relatively monotonous, and the sense of space is slightly lacking"
8aa215828ae54171b4778fc9aca123cb.jpg,sketching*symbolism*portraiture,85.83,,,8,7.83,,7.83,,8,8.17,,"The design is complete and vivid, with meticulous expression, strong color contrast, and clear facial structure"
8aa680c61ee24173be235580304a3a0a.png,traditional Chinese painting*meticulous*floral and avian,22.5,2.83,,2.33,2.5,2.33,2.5,2,2.5,2.67,2.5,
8aadd29bb74941b28485b3162d4892ac.png,oil painting*symbolism*portraiture,35,,,4.14,3,,3.43,3.86,3.71,3.57,,
8ab746a16f654eca84badf0886057bed.png,traditional Chinese painting*freehand*floral and avian,69.17,6.83,6.33,6.33,,6.33,,6.5,6.33,6.83,6.5,"The screen is single, without any primary or secondary elements, and lacks details. However, the color matching of the screen is soft and the order of the screen is orderly. Calligraphy and the screen also complement each other, and the elements in the screen are concise, intuitive, and rich."
8ac71225865e41e3afea5ae03627d2ca.jpg,oil painting*romanticism*still life,48.57,5.29,4.86,4.71,,4.57,,4.86,4.29,4.57,4.71,"The overall composition is biased to the left, lacking details, and the use of colors is also slightly chaotic. The picture is both vivid and layered, and the painter's brushstrokes appear too rough when depicting details"
8acdb9b0e0664eb290ec684b1a107155.jpg,oil painting*romanticism*portraiture,64.17,6.17,6,6.5,,5.83,,5.83,5.83,6.67,,
8ad0c7ad127f40c5a18e3d1c06dcb97a.jpg,oil painting*classicism*still life,53.33,5.83,,5.5,5,5.17,5.67,5.17,5.67,5.67,5.17,
8ae399ef36004ee0af4a057639087c98.jpg,oil painting*classicism*landscapes,84.17,8,,7.17,7.5,7.33,7.5,7.33,8,7.83,7.83,"Rich content with storytelling, unified color tone, multiple details, and rigorous and complete composition"
8ae72da481b24175a9640616427063f1.jpg,sketching*romanticism*landscapes,52.14,5.29,4.43,5.14,,4.86,,,4.43,5,5,"The composition is stable, the black and white contrast is acceptable, the lines are average, and the light and shadow effects are slightly dull. Details processing needs to be strengthened"
8ae8a3e8b9804b8c9b917a9750f8e1e1.jpg,traditional Chinese painting*meticulous*portraiture,71.67,,,7.17,7.33,,7.33,7.17,7.33,7.33,,"A very innovative technique for creating traditional Chinese painting, highlighting the expressions of the characters, making the entire character very lively."
8af54e76ccb14eeb87a1729e058e8fda.jpg,oil painting*symbolism*still life,75,7.57,,7.43,7.29,7.43,7.43,7.71,7.43,7.29,7.29,"The composition is average, the color relationship is also harmonious, and the contrast between cold and warm is not obvious enough, making the picture lack a sense of atmosphere."
8afbbb01cae841a3a2478d8369ceee21.jpg,sketching*classicism*portraiture,48.33,,,4.67,4.5,,3.5,,3.83,4.33,,"The composition of the picture is good, the character form is vivid, and there is a lack of detail and light and shadow expression"
8afc068f0061451ea8a494c8d1ffa0c6.jpg,sketching*romanticism*landscapes,35.71,5.43,4.29,4.57,,3.71,,,3.71,3.86,4.29,"The layout of the screen still needs optimization, and the black and white contrast is not prominent enough, resulting in insufficient sense of hierarchy and depth in the image. The lines appear slightly stiff and lack smoothness."
8b03a86fbea94bdc8c03691c8907eaf7.png,traditional Chinese painting*freehand*portraiture,68.33,7.17,6.83,6.67,,7,,6.17,6.33,6.67,,"A very innovative technique for creating traditional Chinese painting, highlighting the expressions of the characters, making the entire character very lively. The scene of Han Xin being humiliated under his crotch was painted very well, but Han Xin's expression was not good"
8b05a209b3e7477396ffbed904166aaa.png,sketching*symbolism*portraiture,83.33,,,7.17,8.17,,8.17,,8.5,7.83,,
8b09054b397a426e9ed4708da98715a2.jpg,sketching*romanticism*portraiture,39.29,4.43,3.71,4.29,,4.29,,,3.86,3.71,,Reviewed
8b0998b22cf54742bac91f5737614169.JPG,sketching*classicism*landscapes,53.33,4.83,,5.33,5.5,4.83,5.33,,4.67,5.33,4.33,
8b10d1eda8724a509dcd437e4fe95435.jpg,sketching*symbolism*still life,49.17,5.5,,5.33,4.67,4.33,4.33,,4.67,5,4.67,
8b18aa59090d42a9bf933c92f1cc1639.jpg,sketching*symbolism*portraiture,55,,,5.67,5.17,,4.83,,4.83,4.83,,"The composition is complete, the picture is too messy, the colors are not right, the contrast is not centered, and details are added"
8b1c272f7ba54a698ab84678c6bf6696.png,sketching*symbolism*still life,75,6.83,,6.83,6.83,6.17,6.83,,7.5,7.83,6.5,
8b20528fbff24951b1dc380ce29a41b0.jpg,oil painting*romanticism*portraiture,60,6.14,6,6,,5.71,,5.71,5.29,6,,"The overall composition is complete and the pen feels good, but it is not fully drawn. Poor color matching and immature portrayal techniques."
8b259aed6dd74859ade9e0220bf14f64.jpg,oil painting*symbolism*portraiture,78.33,,,7.67,7.67,,7.33,7.83,7.67,8.17,,"The charm and temperament of the characters are perfectly presented, and the harmonious combination of colors makes the entire painting full of vitality and energy"
8b309d1033654c939b2e4b1b922c3474.jpg,oil painting*romanticism*landscapes,67,6.4,5.8,5.6,,6.2,,5.6,5,6.4,6.4,
8b34897ec3cb40b7b2c9e930e69545f2.jpg,oil painting*classicism*portraiture,59.17,,,5.83,6.17,,6,5.33,5.67,5.5,,"Near and far, the virtual and real are very large, which opens up the level of the picture, but the details are not well portrayed"
8b41e6b7b77148b79726f61d8052b488.jpg,sketching*classicism*landscapes,48.33,5.17,,4.83,5.33,4.83,4.17,,4.33,5.5,6,"The overall picture is simple, and the distinction between the front, middle, and back scenes is not sufficient. The main subject is also not fully depicted"
8b5244178c4c4fd6b6fc393df7315183.jpg,sketching*symbolism*landscapes,65,6.5,,6,6.5,6,6,,5,6.33,6.17,"The composition of the picture is relatively reasonable, with slightly insufficient details and a strong sense of space and perspective in the picture"
8b5850ce369045aa859095cabad4fee3.jpg,oil painting*classicism*portraiture,50,,,5.5,5,,4.67,5.17,4.5,5.17,,The contrast between nearby characters and the distant sea creates a poor color connection
8b66b598eabb46749405e1f3b404bf03.jpg,oil painting*romanticism*landscapes,73,6.6,6.2,5.4,,6.6,,6.8,6,6.6,6.8,
8b672f5801c04c41bc2cbbb849753da0.jpg,oil painting*symbolism*still life,61.43,5.86,,5.71,5.71,6,6,6,6,6,5.14,
8b6768dc02144cd0806d19e8ccccefbd.png,traditional Chinese painting*meticulous*floral and avian,67.5,7.5,,6.5,6.83,6.17,6.33,6.67,7.17,6.83,6.17,
8b6fabbeccdb475facb95582f9ff9954.jpg,sketching*symbolism*landscapes,77.5,7.17,,7.17,6.83,6.67,7,,7.5,7.33,7.17,
8b788afe707f4b6aaba3e53e2210594a.png,oil painting*symbolism*still life,36.67,4,,3.67,3.5,4,3.83,3.83,4,3.5,3.5,
8b794d8f61e84467a5901dc62467cedb.jpg,sketching*classicism*landscapes,55.71,4.86,,5,5,4.86,4.29,,4.57,5.71,5.57,"The overall picture is good, but the distinction between the front, middle, and back scenes is not enough, and the main subject description is not sufficient"
8b882e124a434ebeb98053e889181a42.jpg,sketching*classicism*portraiture,80.83,,,6.67,7,,6.83,,7.17,7.67,,"The screen expression is delicate and rich, the character portrayal details are rich in texture, and the light and shadow performance is wonderful"
8b8a82ba7250479cb9758d895be803f5.jpg,oil painting*classicism*landscapes,79.17,7.5,,7,7,7.5,7.67,7.33,7.17,7.83,7.33,
8b8aaeaa49db47d698b8a6700e46641f.jpg,sketching*symbolism*still life,62.5,6.17,,6,5.67,5.33,5.67,,6.33,6,5.83,
8b901fb77f4e424cab5f3548cf3084a3.jpg,oil painting*romanticism*landscapes,53,5.4,4.8,4.8,,5.4,,4.6,4.8,4.6,5,
8b90be9e2d4a44c4a4b1cee8da2d193a.png,traditional Chinese painting*freehand*portraiture,80,7.83,8.33,7.5,,7.83,,7.83,7.5,7.33,,"The theme and visual matching of the characters are very artistic, and the flying sensation of the crane is also very good. The painting is just a bit thin and innovative in traditional Chinese painting techniques, highlighting the character's demeanor and making the whole character very lively."
8b9131217cc24b1280450214415c60a4.png,sketching*romanticism*landscapes,71.67,7,7,7,,6.5,,,6.5,6.67,7.33,
8b95c6ac7de54f5291245a2ea8e10923.jpg,sketching*romanticism*landscapes,60,6,6.17,5.67,,5,,,5.33,5.83,5.83,
8b9a4874582f4b3bbeb035c762213fbb.jpg,oil painting*romanticism*landscapes,64.29,6.14,6.57,5.71,,6.29,,6.57,5.86,6,6.14,"The distribution of elements is balanced and rhythmic, the color combination is harmonious and layered, the contrast between light and dark is just right, and the brushstrokes are delicate and varied"
8b9b08367f7144eca567a47ebdbba8b9.jpg,sketching*symbolism*landscapes,73.33,7.33,,6.5,6,6,6.17,,6.5,6.5,6.67,
8b9be4d95bcb49709ddb35746538bbed.jpg,sketching*classicism*portraiture,78.33,,,7.67,7.17,,6.5,,6.83,7.33,,"The character's demeanor and expression are well portrayed, and the details of the facial features are well expressed. The overall picture is good, but lacks light and shadow representation"
8baad3e92efe493e885711814a86766b.jpg,sketching*romanticism*portraiture,26.43,4.29,2.57,2.86,,2.86,,,2.57,3,,The screen is rough and the basic skills are relatively simple. The screen is too gray. Poor performance.
8bab60f24a1d489585f6a07e53dd47a4.jpg,oil painting*symbolism*still life,82.14,8.14,,7.86,8.14,8.14,8.14,8.29,7.71,8,6.57,
8bb3b194721f4f7595940f44c02c24b6.jpg,oil painting*classicism*still life,57.5,5.5,,5.67,4.83,5.33,5.33,5.33,5,6,5.83,"The picture is not in a realistic style, but rather through a flat illustration to reflect the texture, with the front shining brighter than the back creating a sense of atmosphere"
8bb993b5b715459ba23ee537e854b362.jpg,sketching*classicism*still life,45.83,5.67,,5.67,5,5.5,4.67,,4.17,5,4.67,"The composition of the picture is full, and the combination of line and surface painting methods is very good, with a certain painting style"
8bba50e0b3284928a4c81554a3d1795c.png,traditional Chinese painting*freehand*mountains and water,25,3.33,2.83,2.67,,2.67,,2.67,2.33,3,2.83,
8bc7e6ba79194a619a677ba2c3fe4646.jpg,oil painting*romanticism*still life,76.43,8,7.29,7.14,,7.29,,7.57,7.57,7.43,7.57,"The composition is perfect, the colors are rich, the strokes are easy, the brushstrokes are free, the atmosphere is just right, and the details are vividly portrayed. The combined effect of color, light, and details fills the picture with a serene and beautiful atmosphere, which not only allows the audience to feel the beauty of the picture."
8bcb694ac545483b840b0bd4d120e4d2.png,traditional Chinese painting*freehand*floral and avian,85.83,7.83,7.83,7.83,,6.67,,7.5,7.17,7.83,7.83,"The order of the picture is orderly, and calligraphy and the picture complement each other. The elements in the picture are concise, intuitive, and rich. The composition of the work lacks emphasis, and the depiction of flower clusters and leaves also lacks the relationship between reality and density, resulting in a cluttered appearance and a lack of details"
8bd13beb1e4e4a928ec29499b7d6b1b5.jpg,sketching*classicism*landscapes,68.33,6.17,,6.83,6.33,5.83,5.33,,5.67,7.33,7,"The overall picture is good, but it is too blurry. However, the distinction between the front, middle, and back scenes is not enough, and the main subject is not fully portrayed"
8bd1e6896bdb499bbfd3cd5d70086948.jpg,oil painting*symbolism*portraiture,61.67,,,6.33,5.83,,6,6.33,6.17,6.17,,"The completeness of the image is insufficient, the details are not well controlled, and the colors are monotonous and not harmonious enough"
8bd7f29a82af41989ee3bcc84369e3ed.jpg,oil painting*romanticism*portraiture,57.14,6,5.71,5.71,,5.71,,5.71,5.43,6.14,,"The overall color scheme is melancholic, not sunny enough, the overall composition is complete, and the pen touch is good, but it is not fully drawn."
8bda40271fd94b41931acce4c64586a7.png,traditional Chinese painting*freehand*mountains and water,68.33,6.83,5.83,6.33,,6,,6.5,6.5,6.5,6.33,
8bda50be5f274f588eb3a3fff5a124f0.jpg,sketching*symbolism*landscapes,72.5,6.5,,6.67,6.5,6,6.67,,6.5,6.83,6.33,
8be0d6a8da944563a50b6e462ad79096.jpg,sketching*classicism*portraiture,57.5,,,5.5,5.17,,5.17,,4.83,5.33,,
8be8bee6ef4849278ccef3dbc43fb384.jpg,traditional Chinese painting*meticulous*mountains and water,75.83,7.67,,7.17,7.17,7.67,7.17,7.17,7.33,7.17,7,
8be97273b9574cd8b3fc55bb30fbd160.jpg,oil painting*classicism*landscapes,62.5,6.17,,5.67,5.33,6.5,6.33,6,6.5,6.5,6.67,
8bf1ce6ddf324ce7aba7d239bd79810e.png,oil painting*classicism*still life,34.17,4.67,,3.67,4,4,4,3.83,3.5,3.5,3.67,
8bf892e2ad1d4330b6c264c3edbc939f.jpg,sketching*classicism*still life,70,6.5,,6.5,7.17,6,7,,7.5,7,5.67,
8c06fe9adee947069389346ecb8840d4.jpg,oil painting*romanticism*landscapes,58.33,5.67,5.5,5.17,,6,,6.17,5,5.83,5.5,
8c0ce4532b0a4cf2b44e7b1fe12f08c8.jpg,oil painting*romanticism*portraiture,75.71,7.71,7,7,,7,,6.86,6.71,7.14,,"The color tone of the picture is unified, the spatial hierarchy is rich, the artistic conception of the picture is good, and the main body forms color blocks."
8c10306fa0754112b1470c26d41f4d4f.jpg,sketching*symbolism*portraiture,75,,,7.33,7,,7.17,,6.5,6.67,,"The design is complete, the expression is meticulously portrayed, and the overall lines are messy with few changes in the lines"
8c179dac43684d468d0b5db1e57ee4b7.png,oil painting*symbolism*landscapes,56.43,6,,5.29,5.14,5.14,5.29,6.57,5.86,6,6.14,
8c22027ea563432792c67d85d6239c68.jpg,sketching*classicism*still life,52.5,5.33,,5.5,5.33,5,4.5,,4.67,5.33,5.5,"Good awareness of composition in the picture, relatively comfortable arrangement of still life, and distinctive line drawing in the picture"
8c2a7598bccd4e97843a3af14109416a.jpg,oil painting*romanticism*portraiture,54.29,5.57,5.57,5.14,,5.14,,4.86,4.14,5.71,,"The artistic conception of the picture is very good, and the main body forms color blocks. The color tone is unified, and the main character is lacking in shaping."
8c3a40ab95c84b0c9b32fb1d35b7d6a4.jpg,sketching*romanticism*portraiture,55.83,5.67,6.17,5.5,,5.33,,,5.17,5.83,,
8c41f5f927d64b569757fa784169136c.jpg,sketching*classicism*still life,47.5,4.5,,4.67,4.83,4.83,4.5,,4,5,4.5,"The picture is complete, with clear black, white, and gray. The content of the picture is relatively simple, and all other aspects are acceptable"
8c4434fbc5ad491ea654c6f6a4bbc95f.jpg,oil painting*romanticism*portraiture,51.43,5.29,4.86,4.86,,4.86,,4.71,4.29,5,,"The main color tone of red is harmonious and unified, the character images are lively and vivid, and the details are excellent."
8c4b8f095cd643a69d09f057e3e9a696.jpg,oil painting*romanticism*portraiture,45.71,5.14,4.71,4.57,,4.29,,4.86,4.29,4.86,,"The artistic conception of the picture is very good, and the main body forms color blocks. The color tone is unified, and the main character is lacking in shaping."
8c52c9d38a0a412892612f4749c33579.jpg,sketching*symbolism*portraiture,75,,,6.67,7,,7,,7.5,6.5,,
8c5a9f6737454813a56410f3ce025492.png,traditional Chinese painting*meticulous*mountains and water,31.67,4.17,,4,3.17,3.5,3.5,3.17,3,3.5,3.33,
8c5d2140d71043bcb72a668b12431721.jpg,sketching*classicism*landscapes,50,5.33,,5.5,5,4.83,3.83,,4.17,4.67,4.17,"The overall picture is good enough, and the distinction between the front, middle, and back scenes is not enough. The main subject is also not fully portrayed"
8c66590dbfe04d9fb9b0f896d80405f6.png,traditional Chinese painting*freehand*floral and avian,78.33,7.83,7.5,7,,7.33,,7.83,7.33,7.5,7.83,
8c67cb6622004f9aab65bf0d7c82d277.jpg,sketching*symbolism*landscapes,35,3.83,,4,3.67,3.5,3.17,,3.5,3.67,3.5,
8c747fe3202d4deaa0493a9c57f6f4bd.jpg,oil painting*classicism*landscapes,73.33,6.83,,6.83,6.67,6.67,6.33,6.5,6.83,6.67,6.17,"The content is retro, the grass color is somewhat monotonous, and the details of the trees are exquisitely portrayed"
8c7bd5a43a464dfa9686d3fddce21c00.jpg,sketching*romanticism*still life,31.43,4,3.14,2.86,,3.14,,,3,2.86,3.29,
8c7c979e77f74541bb20d4b16a2bf81d.png,traditional Chinese painting*meticulous*floral and avian,68.33,6.83,,6.5,7,7.17,6.67,6.17,6.83,6.67,5.83,
8c9f105133424fbf90d55aabddcf242a.jpg,oil painting*romanticism*still life,45,5,4,4.33,,4.33,,4.17,4,4.33,4,
8c9f6867770543b1a289688f84830843.jpg,sketching*classicism*portraiture,44.17,,,4.67,4.67,,3.33,,3.83,4.17,,"The screen is relatively rich, and the dynamic expression of the characters is more accurate, lacking detailed depiction and light and shadow representation"
8ca5aff2fa754b148dd77f6a0b5f91c6.jpg,oil painting*romanticism*landscapes,73.12,7.5,6.38,6.25,,7,,6.88,6,6.75,6.62,"The composition is basically reasonable, although there is some contrast in color, the overall appearance is relatively monotonous, and the sense of space is slightly lacking"
8cb39fa0c1f84339acdcef09afa22cea.jpg,sketching*romanticism*landscapes,38.57,4.43,4.14,3.86,,4.14,,,3.57,4,3.86,"The composition lacks balance and the black and white contrast is not obvious, resulting in a lack of visual focus in the picture. The lines are rough and lack delicacy."
8cc3ea7a2c20429598033b2fe956af36.png,traditional Chinese painting*meticulous*portraiture,73.33,,,7.17,7.33,,6.83,7.17,7.83,7.17,,
8ccbf8041c594f1da06aac87193983b7.JPG,sketching*classicism*still life,31.67,3.83,,3.33,3.67,3.5,3.5,,3.17,3.33,3.17,
